SUMMARY,DTSTART,DTEND,DUE,NOTES,ATTENDEE,LOCATION,PRIORITY,URL,CALENDAR,UID,ORGANIZER,CATEGORIES,DURATION,REPLACES RECURRENT EVENT FROM
"Soutenances PFE","2021-09-02 07:00 AM","2021-09-02 06:00 PM",,"(Exporté le:04/03/2023 17:35)","","G-2C008","","",,,,,
"Soutenances de PFE","2021-09-02 07:15 AM","2021-09-02 05:15 PM",,"(Exporté le:04/03/2023 17:35)","","G-2A003,G-2A004,G-2A005,G-2C003,G-2C004,G-2C006,G-2B002,G-2B012,G-2B013,G-2B010,G-2C001,G-2C002,G-2C007","","",,,,,
"SALLE FORUM POUR INSCRIPTIONS SCOLARITE","2021-09-02 07:15 AM","2021-09-02 07:15 PM",,"(Exporté le:04/03/2023 17:35)","","G-0D006-Salle des forums","","",,,,,
"Fondamentaux de mathematiques","2021-09-02 08:00 AM","2021-09-02 10:00 AM",,"3EUAFDM8_2021_S5_CTD_G1VEZIER Antoine(Exporté le:04/03/2023 17:35)","","G-4D006","","",,,,,
"Mairot Corinne","2021-09-02 09:00 AM","2021-09-02 09:45 AM",,"(Exporté le:04/03/2023 17:35)","","G-1C004","","",,,,,
"BESI - AST","2021-09-02 09:00 AM","2021-09-02 10:00 AM",,"1A-ETU-A1A-ETU-BCATERINA Marc(Exporté le:04/03/2023 17:35)","","G-1C002-Amphi Coulomb","","",,,,,
"Point PISTE","2021-09-02 09:15 AM","2021-09-02 10:45 AM",,"Réservations ReSEdAMairot Corinne(Exporté le:04/03/2023 17:35)","","G-1C003","","",,,,,
"BESI - AST","2021-09-02 10:15 AM","2021-09-02 11:15 AM",,"1A-ETUMORALES AurelienCATERINA MarcROBA Bolbol(Exporté le:04/03/2023 17:35)","","G-2B001-info,G-2C005-info,G-2A007-info","","",,,,,
"Fondamentaux de mathematiques","2021-09-02 10:15 AM","2021-09-02 12:15 PM",,"3EUAFDM8_2021_S5_CTD_G1VEZIER Antoine(Exporté le:04/03/2023 17:35)","","G-4D006","","",,,,,
"Hayate Khennouf","2021-09-02 10:30 AM","2021-09-02 12:00 PM",,"(Exporté le:04/03/2023 17:35)","","G-4D003","","",,,,,
"REUNION","2021-09-02 11:00 AM","2021-09-02 12:00 PM",,"BELANGER Sophie(Exporté le:04/03/2023 17:35)","","G-4D008","","",,,,,
"Algorithmique et programmation","2021-09-02 01:30 PM","2021-09-02 03:30 PM",,"3EUAAEP8_2021_S5_BE_G1JOSSEROND CharlesGOUNON Patrick(Exporté le:04/03/2023 17:35)","","G-2C005-info","","",,,,,
"Soutien de mathematiques","2021-09-02 01:30 PM","2021-09-02 03:30 PM",,"3EM1SMA7_2021_S5_TD_G2BLANCHET Juliette(Exporté le:04/03/2023 17:35)","","G-4D003","","",,,,,
"Soutien de mathematiques","2021-09-02 01:30 PM","2021-09-02 03:30 PM",,"3EM1SMA7_2021_S5_TD_G1VEZIER Antoine(Exporté le:04/03/2023 17:35)","","G-4D006","","",,,,,
"Soutien de mathematiques","2021-09-02 03:45 PM","2021-09-02 05:45 PM",,"3EM1SMA7_2021_S5_TD_G1VEZIER Antoine(Exporté le:04/03/2023 17:35)","","G-4D006","","",,,,,
"Soutien de mathematiques","2021-09-02 03:45 PM","2021-09-02 05:45 PM",,"3EM1SMA7_2021_S5_TD_G2BLANCHET Juliette(Exporté le:04/03/2023 17:35)","","G-4D003","","",,,,,
"Soutenances PFE","2021-09-03 07:00 AM","2021-09-03 06:00 PM",,"(Exporté le:04/03/2023 17:35)","","G-2C008","","",,,,,
"SALLE FORUM POUR INSCRIPTIONS SCOLARITE","2021-09-03 07:15 AM","2021-09-03 07:15 PM",,"(Exporté le:04/03/2023 17:35)","","G-0D006-Salle des forums","","",,,,,
"Soutenances de PFE","2021-09-03 07:15 AM","2021-09-03 05:15 PM",,"(Exporté le:04/03/2023 17:35)","","G-2A003,G-2A004,G-2A005,G-2C003,G-2C004,G-2C006,G-2B002,G-2B012,G-2B013,G-2B010,G-2C001,G-2C002,G-2C007","","",,,,,
"Algorithmique et programmation","2021-09-03 08:00 AM","2021-09-03 10:00 AM",,"3EUAAEP8_2021_S5_BE_G1JOSSEROND CharlesGOUNON Patrick(Exporté le:04/03/2023 17:35)","","G-2C005-info","","",,,,,
"Réunion projets PISTE","2021-09-03 09:30 AM","2021-09-03 12:00 PM",,"Réservations ReSEdAJossic Laurent(Exporté le:04/03/2023 17:35)","","G-1C004","","",,,,,
"Soutien de mathematiques","2021-09-03 10:15 AM","2021-09-03 12:15 PM",,"3EM1SMA7_2021_S5_TD_G1VEZIER Antoine(Exporté le:04/03/2023 17:35)","","G-4D006","","",,,,,
"Soutien de mathematiques","2021-09-03 10:15 AM","2021-09-03 12:15 PM",,"3EM1SMA7_2021_S5_TD_G2BLANCHET Juliette(Exporté le:04/03/2023 17:35)","","G-4D003","","",,,,,
"Algorithmique et programmation","2021-09-03 10:15 AM","2021-09-03 12:15 PM",,"3EUAAEP8_2021_S5_BE_G1JOSSEROND CharlesGOUNON Patrick(Exporté le:04/03/2023 17:35)","","G-2C005-info","","",,,,,
"REUNION","2021-09-03 11:00 AM","2021-09-03 12:00 PM",,"BELANGER Sophie(Exporté le:04/03/2023 17:35)","","G-4D008","","",,,,,
"AG de BioSanté / Valérie Perrier / Delphine RIU","2021-09-03 12:45 PM","2021-09-03 03:30 PM",,"(Exporté le:04/03/2023 17:35)","","G-0B007-Amphi Bergès","","",,,,,
"Fondamentaux de mathematiques","2021-09-03 01:30 PM","2021-09-03 03:30 PM",,"3EUAFDM8_2021_S5_CTD_G1VEZIER Antoine(Exporté le:04/03/2023 17:35)","","G-4D006","","",,,,,
"Hayate Khennouf","2021-09-04 01:00 PM","2021-09-04 01:30 PM",,"(Exporté le:04/03/2023 17:35)","","G-4D003","","",,,,,
"Soutenances de PFE","2021-09-06 07:15 AM","2021-09-06 05:15 PM",,"(Exporté le:04/03/2023 17:35)","","G-2A003,G-2A004,G-2A005,G-2C003,G-2C004,G-2C006,G-2B002,G-2B012,G-2B013,G-2B010,G-2C001,G-2C002,G-2C007","","",,,,,
"SALLE FORUM POUR INSCRIPTIONS SCOLARITE","2021-09-06 07:15 AM","2021-09-06 07:15 PM",,"(Exporté le:04/03/2023 17:35)","","G-0D006-Salle des forums","","",,,,,
"Rentrée 1A promotion 2021/2022","2021-09-06 08:00 AM","2021-09-06 01:30 PM",,"1A-TOUS(Exporté le:04/03/2023 17:35)","","G-0B007-Amphi Bergès,G-1A002-Amphi Ampère,G-1C002-Amphi Coulomb","","",,,,,
"Rentrée","2021-09-06 09:00 AM","2021-09-06 11:00 AM",,"2A-ALT-G1(Exporté le:04/03/2023 17:35)","","G-2C008","","",,,,,
"Welcome meeting M1 SGB","2021-09-06 09:45 AM","2021-09-06 12:00 PM",,"M1-SGBDEBUSSCHERE Vincent(Exporté le:04/03/2023 17:35)","","G-2A006","","",,,,,
"Retour Virginie","2021-09-06 10:00 AM","2021-09-06 12:00 PM",,"Réservations ReSEdAFeuillet Karine(Exporté le:04/03/2023 17:35)","","G-1C004","","",,,,,
"REUNION SERVICE LANGUES","2021-09-06 01:00 PM","2021-09-06 03:30 PM",,"(Exporté le:04/03/2023 17:35)","","G-4D003","","",,,,,
"RENTREE Filière IEE","2021-09-06 01:30 PM","2021-09-06 03:45 PM",,"2A-IEE(Exporté le:04/03/2023 17:35)","","G-2B009","","",,,,,
"RENTREE Filière SEM","2021-09-06 01:30 PM","2021-09-06 03:45 PM",,"M1-SGB2A-SEM(Exporté le:04/03/2023 17:35)","","G-1C002-Amphi Coulomb","","",,,,,
"RENTREE Filière ME","2021-09-06 01:30 PM","2021-09-06 03:45 PM",,"2A-ME(Exporté le:04/03/2023 17:35)","","G-1A002-Amphi Ampère","","",,,,,
"RENTREE Filière IEN","2021-09-06 01:30 PM","2021-09-06 03:45 PM",,"2A-IEN(Exporté le:04/03/2023 17:35)","","G-2C008","","",,,,,
"Christiane Belle-Larant","2021-09-06 01:30 PM","2021-09-06 06:30 PM",,"(Exporté le:04/03/2023 17:35)","","G-1D003-Salle du Conseil","","",,,,,
"RENTREE Filière ASI","2021-09-06 01:30 PM","2021-09-06 03:45 PM",,"2A-ASI(Exporté le:04/03/2023 17:35)","","G-2A006","","",,,,,
"Réunions des chefs de service avec Céline AUBERT","2021-09-06 02:00 PM","2021-09-06 04:00 PM",,"(Exporté le:04/03/2023 17:35)","","G-1C004","","",,,,,
"soutenance de stage / Elliott Rannou","2021-09-06 02:00 PM","2021-09-06 02:45 PM",,"(Exporté le:04/03/2023 17:35)","","G-4D001-Projet","","",,,,,
"présentation sport 1A","2021-09-06 02:00 PM","2021-09-06 04:15 PM",,"(Exporté le:04/03/2023 17:35)","","G-0B007-Amphi Bergès","","",,,,,
"LANCEMENT BE CERSE","2021-09-06 04:30 PM","2021-09-06 05:00 PM",,"2A-ASI-G12A-ASI-G2BRUNELLO Marc(Exporté le:04/03/2023 17:35)","","G-5D003-Electronique & instrumentation associée","","",,,,,
"SALLE FORUM POUR INSCRIPTIONS SCOLARITE","2021-09-07 07:15 AM","2021-09-07 07:15 PM",,"(Exporté le:04/03/2023 17:35)","","G-0D006-Salle des forums","","",,,,,
"Algorithmique et programmation","2021-09-07 08:00 AM","2021-09-07 10:00 AM",,"3EUAAEP8_2021_S5_BE_G1JOSSEROND CharlesGOUNON Patrick(Exporté le:04/03/2023 17:35)","","G-2C005-info","","",,,,,
"CONFERENCES DD ET CONSENTEMENT : Groupe 1 = 9h -10h / Groupe 2 = 10h15 - 11h15 / Groupe 3 = 11h30 - 12h30","2021-09-07 08:00 AM","2021-09-07 12:45 PM",,"1A-ETU(Exporté le:04/03/2023 17:35)","","G-0B007-Amphi Bergès","","",,,,,
"Soutenances","2021-09-07 08:00 AM","2021-09-07 01:00 PM",,"(Exporté le:04/03/2023 17:35)","","G-2B009","","",,,,,
"Module accompagnement professionnel","2021-09-07 08:15 AM","2021-09-07 10:15 AM",,"4EM3MAP6_2021_S7_TD_G8SCHMIDT Christine(Exporté le:04/03/2023 17:35)","","G-2C001","","",,,,,
"Module accompagnement professionnel","2021-09-07 08:15 AM","2021-09-07 10:15 AM",,"4EM3MAP6_2021_S7_TD_G10BUGUET Karine(Exporté le:04/03/2023 17:35)","","G-2B013","","",,,,,
"Diagnostic financier et marketing","2021-09-07 08:15 AM","2021-09-07 10:15 AM",,"4EM3DFM7_2021_S7_CM_MARKETING_G4ETUY Alexandre(Exporté le:04/03/2023 17:35)","","G-2A006","","",,,,,
"Module accompagnement professionnel","2021-09-07 08:15 AM","2021-09-07 10:15 AM",,"4EM3MAP6_2021_S7_TD_G7BELANGER Sophie(Exporté le:04/03/2023 17:35)","","G-2B012","","",,,,,
"Generation photovoltaique stockage","2021-09-07 08:15 AM","2021-09-07 10:15 AM",,"4EUAGPS8_2021_S7_CTD_G1BULTEL Yann(Exporté le:04/03/2023 17:35)","","G-4D003","","",,,,,
"Diagnostic financier et marketing","2021-09-07 08:15 AM","2021-09-07 10:15 AM",,"4EM3DFM7_2021_S7_CM_DIAG_FINANCIER_G1ESTIER Isabelle(Exporté le:04/03/2023 17:35)","","G-2A003","","",,,,,
"LANCEMENT BE CERSE","2021-09-07 08:30 AM","2021-09-07 09:00 AM",,"2A-SEM-G12A-SEM-G2BRUNELLO Marc(Exporté le:04/03/2023 17:35)","","G-5D003-Electronique & instrumentation associée","","",,,,,
"Réunion préparation rentrée Manintec","2021-09-07 09:00 AM","2021-09-07 11:00 AM",,"Réservations ReSEdABodiglio Philippe(Exporté le:04/03/2023 17:35)","","G-1C003","","",,,,,
"Soutenance","2021-09-07 09:00 AM","2021-09-07 12:00 PM",,"(Exporté le:04/03/2023 17:35)","","G-2C003","","",,,,,
"Revue de direction ENSE3","2021-09-07 09:00 AM","2021-09-07 12:00 PM",,"(Exporté le:04/03/2023 17:35)","","G-1D003-Salle du Conseil,G-1C004","","",,,,,
"LANCEMENT BE CERSE","2021-09-07 09:30 AM","2021-09-07 10:00 AM",,"2A-SEM-G32A-SEM-G4BRUNELLO Marc(Exporté le:04/03/2023 17:35)","","G-5D003-Electronique & instrumentation associée","","",,,,,
"Algorithmique et programmation","2021-09-07 10:15 AM","2021-09-07 12:15 PM",,"3EUAAEP8_2021_S5_BE_G1JOSSEROND CharlesGOUNON Patrick(Exporté le:04/03/2023 17:35)","","G-2A007-info","","",,,,,
"Generation photovoltaique stockage","2021-09-07 10:30 AM","2021-09-07 12:30 PM",,"4EUAGPS8_2021_S7_CTD_G1SCHAEFFER Christian(Exporté le:04/03/2023 17:35)","","G-4D003","","",,,,,
"Module accompagnement professionnel","2021-09-07 10:30 AM","2021-09-07 12:30 PM",,"4EM3MAP6_2021_S7_TD_G3BOURGEOIS Celine(Exporté le:04/03/2023 17:35)","","G-2B002","","",,,,,
"Diagnostic financier et marketing","2021-09-07 10:30 AM","2021-09-07 12:30 PM",,"4EM3DFM7_2021_S7_CM_DIAG_FINANCIER_G2ESTIER Isabelle(Exporté le:04/03/2023 17:35)","","G-2A003","","",,,,,
"Module accompagnement professionnel","2021-09-07 10:30 AM","2021-09-07 12:30 PM",,"4EM3MAP6_2021_S7_TD_G5EYDIEUX Jeremy(Exporté le:04/03/2023 17:35)","","G-2C001","","",,,,,
"Module accompagnement professionnel","2021-09-07 10:30 AM","2021-09-07 12:30 PM",,"4EM3MAP6_2021_S7_TD_G4PIERRET Laurence(Exporté le:04/03/2023 17:35)","","G-2B013","","",,,,,
"Diagnostic financier et marketing","2021-09-07 10:30 AM","2021-09-07 12:30 PM",,"4EM3DFM7_2021_S7_CM_MARKETING_G5ETUY Alexandre(Exporté le:04/03/2023 17:35)","","G-2A006","","",,,,,
"Module accompagnement professionnel","2021-09-07 10:30 AM","2021-09-07 12:30 PM",,"4EM3MAP6_2021_S7_TD_G1MAZEAU Frédérique(Exporté le:04/03/2023 17:35)","","G-2B012","","",,,,,
"Organisation Journées Ingénieur Acteur des transitions / Christiane Belle-Larant","2021-09-07 01:00 PM","2021-09-07 02:00 PM",,"(Exporté le:04/03/2023 17:35)","","G-1C004","","",,,,,
"Soutenances","2021-09-07 01:00 PM","2021-09-07 06:00 PM",,"(Exporté le:04/03/2023 17:35)","","G-4D009-Projet","","",,,,,
"JOURNEE CARRIERE - TABLES RONDES","2021-09-07 01:00 PM","2021-09-07 06:30 PM",,"(Exporté le:04/03/2023 17:35)","","G-2A004,G-2A005,G-2B002,G-2B012,G-2C003,G-4D003,G-4D008,G-2A006,G-2B009,G-2B010,G-2C006,G-2B013,G-2C001,G-2C002,G-2C004,G-2C007,G-2C008,G-2A003,G-4D006","","",,,,,
"Continuum Mechanics and FEM","2021-09-07 01:30 PM","2021-09-07 03:30 PM",,"WEU1CMF6_2021_S7_CTD_G1COMBE Gael(Exporté le:04/03/2023 17:35)","","G-1A002-Amphi Ampère","","",,,,,
"Module accompagnement professionnel","2021-09-07 01:30 PM","2021-09-07 03:30 PM",,"4EM3MAP6_2021_S7_TD_G14JACOMINO Mireille(Exporté le:04/03/2023 17:35)","","G-1C002-Amphi Coulomb","","",,,,,
"Automatique 1","2021-09-07 01:30 PM","2021-09-07 03:30 PM",,"4EUS3AUT_2021_S7_CM_G1KHENNOUF Hayate(Exporté le:04/03/2023 17:35)","","G-0B007-Amphi Bergès","","",,,,,
"Modelisation en mecanique","2021-09-07 01:30 PM","2021-09-07 05:30 PM",,"4EUS3MEM_2021_S7_BE1_G2MARIN Philippe Ense3(Exporté le:04/03/2023 17:35)","","G-2B001-info","","",,,,,
"Controle commande outils maths","2021-09-07 01:30 PM","2021-09-07 03:30 PM",,"4EUACCO6_2021_S7_CTD_G1GEORGES Didier(Exporté le:04/03/2023 17:35)","","G-3A014-info","","",,,,,
"Réunion RH","2021-09-07 02:00 PM","2021-09-07 04:00 PM",,"Réservations ReSEdAPampelonne Marion(Exporté le:04/03/2023 17:35)","","G-1C003","","",,,,,
"Réunion DIP","2021-09-07 02:30 PM","2021-09-07 04:00 PM",,"Réservations ReSEdAFeuillet Karine(Exporté le:04/03/2023 17:35)","","G-1D003-Salle du Conseil","","",,,,,
"Fonctionnement de la salle MHI /Christiane Belle-Larant","2021-09-07 03:30 PM","2021-09-07 04:30 PM",,"(Exporté le:04/03/2023 17:35)","","G-1C004","","",,,,,
"Diagnostic financier et marketing","2021-09-07 03:45 PM","2021-09-07 05:45 PM",,"4EM3DFM7_2021_S7_CM_MARKETING_G6ETUY Alexandre(Exporté le:04/03/2023 17:35)","","G-1A002-Amphi Ampère","","",,,,,
"Diagnostic financier et marketing","2021-09-07 03:45 PM","2021-09-07 05:45 PM",,"4EM3DFM7_2021_S7_CM_DIAG_FINANCIER_G3ESTIER Isabelle(Exporté le:04/03/2023 17:35)","","G-1C002-Amphi Coulomb","","",,,,,
"Controle commande outils maths","2021-09-07 03:45 PM","2021-09-07 05:45 PM",,"4EUACCO6_2021_S7_CTD_G1AMAYRI Manar(Exporté le:04/03/2023 17:35)","","G-4A020-info-mhi","","",,,,,
"REUNION MAP","2021-09-07 04:00 PM","2021-09-07 05:00 PM",,"BELANGER Sophie(Exporté le:04/03/2023 17:35)","","G-1C003","","",,,,,
"Energy Economics","2021-09-07 06:00 PM","2021-09-07 08:00 PM",,"4EUS3EE3_2021_S7_CM_G1IONESCU RIFFAUD Oana(Exporté le:04/03/2023 17:35)","","G-1A002-Amphi Ampère","","",,,,,
"SALLE FORUM POUR INSCRIPTIONS SCOLARITE","2021-09-08 07:15 AM","2021-09-08 07:15 PM",,"(Exporté le:04/03/2023 17:35)","","G-0D006-Salle des forums","","",,,,,
"Soutenance","2021-09-08 08:00 AM","2021-09-08 12:00 PM",,"(Exporté le:04/03/2023 17:35)","","G-2C003","","",,,,,
"RESERVATION","2021-09-08 08:00 AM","2021-09-08 12:00 PM",,"(Exporté le:04/03/2023 17:35)","","G-1B016-Projet-Vie étudiante","","",,,,,
"POLYTEC HORS SAC RIU (sn)","2021-09-08 08:00 AM","2021-09-08 05:00 PM",,"(Exporté le:04/03/2023 17:35)","","G-0B018-Agora","","",,,,,
"Fondamentaux de mathematiques","2021-09-08 08:00 AM","2021-09-08 10:00 AM",,"3EUAFDM8_2021_S5_CTD_G1VEZIER Antoine(Exporté le:04/03/2023 17:35)","","G-4D006","","",,,,,
"Mecanique des solides deformables","2021-09-08 08:00 AM","2021-09-08 10:00 AM",,"3EUS1MSD_2021_S5_CM_G1IMBAULT Didier(Exporté le:04/03/2023 17:35)","","G-1C002-Amphi Coulomb","","",,,,,
"Ingenierie des amenagements 1","2021-09-08 08:15 AM","2021-09-08 10:15 AM",,"4EUS3IH1_2021_S7_CTD_G1BOURGEOIS Celine(Exporté le:04/03/2023 17:35)","","G-2C002","","",,,,,
"Electronique & signaux numeriques","2021-09-08 08:15 AM","2021-09-08 12:15 PM",,"4EUS3ESN_2021_S7_BE1_G1BRUNELLO MarcGARAFFA Clement(Exporté le:04/03/2023 17:35)","","G-5D003-Electronique & instrumentation associée","","",,,,,
"Ingenierie des amenagements 1","2021-09-08 08:15 AM","2021-09-08 10:15 AM",,"4EUS3IH1_2021_S7_CTD_G2MISSEMER Ludovic(Exporté le:04/03/2023 17:35)","","G-2C001","","",,,,,
"Hydraulique et transferts","2021-09-08 08:15 AM","2021-09-08 10:15 AM",,"4EUS3HQT_2021_S7_CM_G1BALCET Nicolas(Exporté le:04/03/2023 17:35)","","G-1A002-Amphi Ampère","","",,,,,
"Modelisation en mecanique","2021-09-08 08:15 AM","2021-09-08 10:15 AM",,"4EUS3MEM_2021_S7_CM1_G1MARIN Philippe Ense3(Exporté le:04/03/2023 17:35)","","G-2A003","","",,,,,
"REUNION MAP","2021-09-08 09:00 AM","2021-09-08 10:00 AM",,"BELANGER Sophie(Exporté le:04/03/2023 17:35)","","G-1C003","","",,,,,
"Decouverte du SI (BE Systèmes informatiques)","2021-09-08 09:30 AM","2021-09-08 10:30 AM",,"3EU5DSI8_2021_S5_CM_G2CATERINA Marc(Exporté le:04/03/2023 17:35)","","G-0B007-Amphi Bergès","","",,,,,
"Systemes mecaniques","2021-09-08 10:15 AM","2021-09-08 12:15 PM",,"3EUS1SMC_2021_S5_TD_G7BOUVARD Didier(Exporté le:04/03/2023 17:35)","","G-2B002","","",,,,,
"Systemes mecaniques","2021-09-08 10:15 AM","2021-09-08 12:15 PM",,"3EUS1SMC_2021_S5_TD_G9HOJEIJ Ali(Exporté le:04/03/2023 17:35)","","G-2C004","","",,,,,
"Mecanique des solides deformables","2021-09-08 10:15 AM","2021-09-08 12:15 PM",,"3EUS1MSD_2021_S5_CM_G1MISSEMER Ludovic(Exporté le:04/03/2023 17:35)","","G-1C002-Amphi Coulomb","","",,,,,
"Ingenierie des amenagements 1","2021-09-08 10:30 AM","2021-09-08 12:30 PM",,"4EUS3IH1_2021_S7_CTD_G2BOURGEOIS Celine(Exporté le:04/03/2023 17:35)","","G-2C001","","",,,,,
"Scientific Course of Newcomers","2021-09-08 10:30 AM","2021-09-08 12:30 PM",,"WEU1SCN6_2021_S7_TD_G1CHAREYRE Bruno(Exporté le:04/03/2023 17:35)","","G-2C002","","",,,,,
"Hydraulique et transferts","2021-09-08 10:30 AM","2021-09-08 12:30 PM",,"4EUS3HQT_2021_S7_CM_G1BULTEL Yann(Exporté le:04/03/2023 17:35)","","G-1A002-Amphi Ampère","","",,,,,
"Modelisation en mecanique","2021-09-08 10:30 AM","2021-09-08 12:30 PM",,"4EUS3MEM_2021_S7_TD1_G2MARIN Philippe Ense3(Exporté le:04/03/2023 17:35)","","G-2C007","","",,,,,
"Energy Conversion I","2021-09-08 10:30 AM","2021-09-08 12:30 PM",,"4EUS3MAG_2021_S7_CM_G1CHAZAL Herve(Exporté le:04/03/2023 17:35)","","G-2A006","","",,,,,
"Decouverte du SI (BESI)","2021-09-08 10:45 AM","2021-09-08 11:45 AM",,"3EU5DSI8_2021_S5_BE_G10BEGOU Patrick(Exporté le:04/03/2023 17:35)","","G-2B001-info","","",,,,,
"Decouverte du SI (BESI)","2021-09-08 10:45 AM","2021-09-08 11:45 AM",,"3EU5DSI8_2021_S5_BE_G9ROBA Bolbol(Exporté le:04/03/2023 17:35)","","G-2C005-info","","",,,,,
"Decouverte du SI (BESI)","2021-09-08 10:45 AM","2021-09-08 11:45 AM",,"3EU5DSI8_2021_S5_BE_G11MORALES Aurelien(Exporté le:04/03/2023 17:35)","","G-3B001-info","","",,,,,
"Decouverte du SI (BESI)","2021-09-08 10:45 AM","2021-09-08 11:45 AM",,"3EU5DSI8_2021_S5_BE_G12GOUNON Patrick(Exporté le:04/03/2023 17:35)","","G-3D003-info","","",,,,,
"Decouverte du SI (BESI)","2021-09-08 10:45 AM","2021-09-08 11:45 AM",,"3EU5DSI8_2021_S5_BE_G7CATERINA Marc(Exporté le:04/03/2023 17:35)","","G-2A007-info","","",,,,,
"Decouverte du SI (BESI)","2021-09-08 10:45 AM","2021-09-08 11:45 AM",,"3EU5DSI8_2021_S5_BE_G8BONTRON Olivier(Exporté le:04/03/2023 17:35)","","G-3A014-info","","",,,,,
"Engineering Hydrology","2021-09-08 01:30 PM","2021-09-08 03:30 PM",,"4EUS3HYI_2021_S7_CM_G1TOMASINO Isabella(Exporté le:04/03/2023 17:35)","","G-0B007-Amphi Bergès","","",,,,,
"Decouverte du SI  (BE Systèmes informatiques)","2021-09-08 01:30 PM","2021-09-08 02:30 PM",,"3EU5DSI8_2021_S5_CM_G1CATERINA Marc(Exporté le:04/03/2023 17:35)","","G-1A002-Amphi Ampère","","",,,,,
"Algorithmique et programmation","2021-09-08 01:30 PM","2021-09-08 03:30 PM",,"3EUAAEP8_2021_S5_BE_G1JOSSEROND CharlesGOUNON Patrick(Exporté le:04/03/2023 17:35)","","G-2A007-info","","",,,,,
"Modelisation en mecanique","2021-09-08 01:30 PM","2021-09-08 05:30 PM",,"4EUS3MEM_2021_S7_BE1_G1MARIN Philippe Ense3(Exporté le:04/03/2023 17:35)","","G-2B001-info","","",,,,,
"Mecanique des solides deformables","2021-09-08 01:30 PM","2021-09-08 03:30 PM",,"3EUS1MSD_2021_S5_CM_G3IMBAULT Didier(Exporté le:04/03/2023 17:35)","","G-1C002-Amphi Coulomb","","",,,,,
"Conception mecanique","2021-09-08 01:30 PM","2021-09-08 03:30 PM",,"4EUS3CME_2021_S7_CM_G1AMEN Jean-Luc(Exporté le:04/03/2023 17:35)","","G-2A006","","",,,,,
"Formation IESE3 - Polytech","2021-09-08 01:45 PM","2021-09-08 05:45 PM",,"(Exporté le:04/03/2023 17:35)","","G-5D003-Electronique & instrumentation associée","","",,,,,
"Electronique num. & syst. embarques","2021-09-08 02:00 PM","2021-09-08 04:00 PM",,"4EU7ENS9_2021_S7_CM1_G1BRUNELLO Marc(Exporté le:04/03/2023 17:35)","","G-2A003","","",,,,,
"Decouverte du SI (BESI)","2021-09-08 02:45 PM","2021-09-08 03:45 PM",,"3EU5DSI8_2021_S5_BE_G3ROBA Bolbol(Exporté le:04/03/2023 17:35)","","G-3D003-info","","",,,,,
"Decouverte du SI (BESI)","2021-09-08 02:45 PM","2021-09-08 03:45 PM",,"3EU5DSI8_2021_S5_BE_G1BOURGEOIS Celine(Exporté le:04/03/2023 17:35)","","G-2C005-info","","",,,,,
